k,prob
1,0
2,0
3,0
4,0
5,0
6,0
7,0.004695490778
8,0.05653252483
9,0.087132927
10,0.1369531887
11,0.1571364631
12,0.1482739315
13,0.1224339343
14,0.09725765117
15,0.07365605313
16,0.04981115405
17,0.03061304646
18,0.01748478181
19,0.009144107949
20,0.004780376034
21,0.002335815168
22,0.0008955793088
23,0.0004017470149
24,0.0002299768438
25,0.0001255450952
26,7.093186165e-05
27,2.630333478e-05
28,6.851949881e-06
29,1.385743486e-06
30,2.329156278e-07
